Experience,Fees,Place1,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
12,100,6,0,0,0,0,1
11,300,1,0,0,0,0,0
11,500,6,1,0,0,0,0
13,300,5,0,0,1,0,0
43,100,6,0,0,0,0,0
0,400,0,0,1,0,0,0
20,200,0,1,0,0,0,0
16,250,0,0,0,0,1,0
18,400,5,0,1,0,0,0
14,650,0,0,0,0,1,0
31,200,5,0,0,1,0,0
32,400,1,0,0,1,0,0
12,300,0,0,0,1,0,0
24,100,1,0,0,0,1,0
10,300,6,1,0,0,0,0
15,200,1,0,0,0,1,0
19,100,3,0,1,0,0,0
15,500,0,0,1,0,0,0
40,150,2,0,0,0,1,0
9,200,5,0,0,0,0,0
7,500,1,1,0,0,0,0
44,300,1,0,0,0,1,0
9,100,6,0,0,0,0,0
24,200,1,1,0,0,0,0
3,300,3,0,0,0,0,1
30,500,1,0,0,0,1,0
9,300,3,1,0,0,0,0
2,500,1,0,1,0,0,0
24,750,3,0,0,0,0,0
3,500,6,0,1,0,0,0
18,700,3,0,1,0,0,0
12,200,6,0,0,0,0,0
9,400,0,0,1,0,0,0
10,130,3,0,0,0,0,1
32,400,1,1,0,0,0,0
2,500,0,0,0,0,0,0
8,250,3,0,0,0,0,1
26,200,1,0,0,0,1,0
2,500,4,0,1,0,0,0
19,500,3,0,0,0,0,0
50,100,0,0,0,0,1,0
34,100,6,0,0,0,0,0
28,650,0,0,0,1,0,0
36,500,1,0,0,0,1,0
27,500,1,0,0,0,1,0
11,300,0,1,0,0,0,0
18,300,3,0,1,0,0,0
22,300,3,0,0,1,0,0
17,500,1,0,0,0,1,0
7,200,6,1,0,0,0,0
4,200,4,1,0,0,0,0
35,100,0,0,0,0,0,0
19,100,6,0,0,0,0,1
12,600,5,0,0,0,0,0
18,150,2,1,0,0,0,0
17,200,5,0,0,0,1,0
26,500,5,0,1,0,0,0
34,200,0,0,0,0,0,0
38,700,5,0,0,1,0,0
9,300,3,1,0,0,0,0
14,150,2,1,0,0,0,0
42,100,7,0,0,0,0,0
13,300,3,1,0,0,0,0
30,400,6,0,1,0,0,0
28,800,6,0,1,0,0,0
14,100,0,0,0,0,0,1
11,200,1,1,0,0,0,0
17,100,6,0,1,0,0,0
22,200,5,0,0,0,1,0
15,250,5,1,0,0,0,0
33,500,0,0,0,0,0,0
33,400,6,0,1,0,0,0
9,200,0,0,0,1,0,0
18,200,0,1,0,0,0,0
18,200,1,0,0,1,0,0
37,400,0,0,1,0,0,0
20,500,3,0,0,0,0,1
24,230,0,0,0,0,1,0
10,100,6,0,0,0,0,1
15,500,0,0,0,0,1,0
12,150,1,0,0,0,0,1
19,400,5,0,0,0,1,0
13,500,5,0,0,1,0,0
21,400,6,1,0,0,0,0
5,300,3,0,0,0,0,1
15,400,3,0,0,0,0,1
13,200,1,0,0,1,0,0
12,200,0,1,0,0,0,0
11,150,1,0,0,0,0,1
12,100,6,0,1,0,0,0
6,200,2,1,0,0,0,0
10,100,5,1,0,0,0,0
34,400,0,1,0,0,0,0
15,380,0,0,0,0,1,0
20,200,3,1,0,0,0,0
16,100,1,0,1,0,0,0
16,500,0,0,0,0,0,1
27,500,5,0,0,0,0,1
18,400,5,0,0,1,0,0
24,250,4,0,0,1,0,0
26,100,3,0,0,0,1,0
44,100,3,0,0,0,1,0
13,50,3,0,0,0,0,1
7,600,0,1,0,0,0,0
36,100,6,0,0,0,1,0
22,100,6,0,1,0,0,0
17,400,0,0,1,0,0,0
43,400,3,0,1,0,0,0
11,300,1,0,1,0,0,0
38,700,3,0,0,0,1,0
30,150,7,1,0,0,0,0
11,300,1,0,1,0,0,0
12,300,5,0,0,1,0,0
9,500,6,0,1,0,0,0
26,350,1,0,0,0,1,0
16,200,0,1,0,0,0,0
2,500,1,0,0,1,0,0
4,500,0,1,0,0,0,0
3,200,3,0,0,0,0,1
16,600,3,0,0,0,1,0
8,100,6,1,0,0,0,0
20,50,6,0,0,0,0,0
53,100,6,0,0,1,0,0
26,100,1,0,0,0,1,0
25,300,5,0,0,0,0,0
30,100,5,0,0,0,0,1
8,100,6,1,0,0,0,0
38,100,1,0,0,0,1,0
23,100,6,0,1,0,0,0
19,600,0,0,0,0,1,0
10,100,1,0,1,0,0,0
0,100,2,1,0,0,0,0
27,500,3,0,1,0,0,0
8,450,0,0,0,1,0,0
9,200,0,0,0,0,0,1
31,300,3,0,0,0,1,0
19,700,6,0,0,0,1,0
13,200,2,1,0,0,0,0
42,100,3,0,1,0,0,0
44,400,3,0,0,1,0,0
6,150,0,0,0,0,0,0
0,100,6,0,1,0,0,0
23,200,4,1,0,0,0,0
11,100,6,0,1,0,0,0
7,300,0,0,0,0,1,0
9,100,6,0,1,0,0,0
22,100,6,0,0,1,0,0
25,100,6,0,0,0,1,0
14,100,3,0,1,0,0,0
40,600,3,0,0,0,1,0
32,200,1,0,0,0,1,0
17,500,3,0,0,0,0,1
19,500,3,0,0,0,0,0
8,700,3,0,0,0,1,0
32,700,1,0,0,0,1,0
10,300,3,0,0,0,0,1
24,100,1,1,0,0,0,0
36,500,3,0,0,0,0,0
8,250,0,0,1,0,0,0
6,100,3,1,0,0,0,0
18,100,0,1,0,0,0,0
14,200,1,1,0,0,0,0
32,500,6,0,1,0,0,0
34,500,0,0,0,0,0,1
17,700,6,0,0,1,0,0
15,500,6,0,0,0,0,1
23,100,1,0,0,1,0,0
35,150,6,0,0,0,0,0
17,200,6,0,0,0,0,0
21,500,0,0,0,0,0,0
9,500,1,0,0,0,0,1
15,100,2,1,0,0,0,0
0,50,6,0,0,0,0,0
6,600,0,0,0,1,0,0
6,400,0,0,0,0,1,0
13,100,0,0,0,0,0,1
6,100,0,0,0,0,0,1
38,500,3,0,0,0,0,0
6,200,3,0,0,0,0,0
16,500,5,0,1,0,0,0
8,100,3,0,0,0,0,0
22,500,0,0,0,0,0,1
27,200,5,1,0,0,0,0
14,500,6,1,0,0,0,0
9,100,0,0,0,0,0,1
9,200,1,1,0,0,0,0
18,600,0,0,0,0,1,0
42,250,0,0,0,0,1,0
4,400,0,0,0,1,0,0
15,100,0,0,0,0,0,1
12,200,0,0,0,0,1,0
9,100,6,0,1,0,0,0
6,5,7,1,0,0,0,0
17,800,6,0,0,0,1,0
12,50,6,0,0,0,0,0
16,500,6,0,0,0,0,1
8,100,6,0,1,0,0,0
26,500,4,1,0,0,0,0
4,600,6,0,0,0,1,0
34,500,3,0,1,0,0,0
3,250,5,1,0,0,0,0
28,250,5,0,1,0,0,0
13,100,0,1,0,0,0,0
16,500,1,1,0,0,0,0
13,100,6,0,0,0,0,0
14,300,4,0,1,0,0,0
20,50,6,0,0,0,0,1
11,250,6,0,0,0,1,0
7,500,6,0,1,0,0,0
19,600,1,0,0,0,1,0
3,100,7,0,0,0,0,0
12,600,1,0,0,0,1,0
15,800,0,1,0,0,0,0
11,200,5,1,0,0,0,0
15,100,1,1,0,0,0,0
16,400,5,0,0,1,0,0
44,250,1,0,0,0,1,0
3,100,1,1,0,0,0,0
26,500,3,0,1,0,0,0
15,300,0,1,0,0,0,0
19,500,0,0,0,0,1,0
23,200,1,0,0,1,0,0
8,300,1,0,0,0,1,0
13,100,6,1,0,0,0,0
12,600,6,0,1,0,0,0
24,200,5,0,0,0,0,0
42,100,6,0,0,0,1,0
9,300,1,0,0,1,0,0
49,100,1,0,1,0,0,0
4,100,6,1,0,0,0,0
22,100,6,0,0,0,0,0
2,200,0,0,0,0,0,0
15,250,1,0,0,0,0,0
12,600,3,0,0,1,0,0
8,500,5,0,0,1,0,0
4,600,3,0,1,0,0,0
3,200,1,1,0,0,0,0
5,150,1,1,0,0,0,0
2,100,0,0,0,0,0,1
14,700,6,0,1,0,0,0
12,500,1,0,0,1,0,0
20,300,0,0,0,1,0,0
39,500,3,0,0,0,0,1
51,400,1,0,0,0,1,0
20,200,0,0,0,0,0,0
11,100,3,0,1,0,0,0
11,100,6,0,0,0,0,1
11,100,6,0,0,1,0,0
22,600,1,0,0,0,1,0
18,800,6,0,0,1,0,0
17,500,1,0,0,0,0,1
9,250,0,0,0,0,0,0
11,100,3,0,1,0,0,0
9,250,0,0,0,0,0,1
10,150,0,0,0,0,0,0
17,100,2,0,0,0,1,0
17,500,6,1,0,0,0,0
15,250,0,0,0,0,0,1
21,350,0,0,0,0,0,0
8,300,5,0,0,0,1,0
9,500,6,1,0,0,0,0
11,100,3,0,1,0,0,0
15,100,6,0,1,0,0,0
26,600,3,0,0,0,1,0
14,200,1,0,1,0,0,0
16,400,3,0,0,0,0,1
41,100,3,0,0,0,0,1
5,400,3,0,0,0,0,0
9,100,1,1,0,0,0,0
46,100,3,0,0,1,0,0
34,800,3,0,0,0,1,0
10,500,1,1,0,0,0,0
32,500,3,0,0,0,1,0
42,100,3,0,0,0,0,1
12,150,2,1,0,0,0,0
22,150,7,1,0,0,0,0
21,400,3,1,0,0,0,0
22,400,0,0,0,0,1,0
4,100,1,0,0,0,0,0
13,400,3,0,0,0,0,1
15,800,3,0,1,0,0,0
15,100,2,1,0,0,0,0
13,300,1,1,0,0,0,0
9,500,3,0,1,0,0,0
22,500,0,0,0,0,1,0
56,200,6,0,0,0,1,0
24,300,6,0,0,0,0,1
18,500,0,0,1,0,0,0
32,400,0,0,0,0,1,0
28,400,5,0,0,1,0,0
40,300,3,0,0,0,1,0
10,400,5,0,0,0,0,1
18,350,0,0,0,0,0,1
32,400,5,0,1,0,0,0
20,500,0,1,0,0,0,0
16,300,6,1,0,0,0,0
49,450,0,0,0,0,1,0
22,300,1,1,0,0,0,0
10,100,0,0,0,0,0,0
7,300,0,0,0,0,0,0
22,200,3,1,0,0,0,0
27,300,5,0,0,0,0,1
17,350,0,0,1,0,0,0
11,200,1,0,0,0,0,1
10,300,0,0,1,0,0,0
20,200,5,0,0,0,1,0
39,100,2,0,0,0,1,0
41,300,0,0,0,1,0,0
46,100,6,0,0,0,1,0
17,750,0,0,0,0,1,0
14,200,6,1,0,0,0,0
40,400,0,0,0,0,1,0
42,70,6,0,0,0,1,0
27,500,6,0,0,0,1,0
8,250,5,1,0,0,0,0
26,300,6,1,0,0,0,0
15,300,3,0,0,0,1,0
12,150,1,0,0,0,0,1
11,300,5,0,1,0,0,0
14,700,3,0,1,0,0,0
46,250,1,1,0,0,0,0
3,100,1,1,0,0,0,0
10,350,1,0,0,0,1,0
8,250,0,1,0,0,0,0
61,100,6,0,0,0,1,0
48,200,7,0,0,0,1,0
12,300,6,1,0,0,0,0
19,400,0,0,1,0,0,0
2,100,1,1,0,0,0,0
11,300,1,0,0,0,0,1
15,100,0,1,0,0,0,0
7,100,3,0,1,0,0,0
26,150,1,0,0,0,1,0
34,100,6,0,0,1,0,0
20,300,5,0,0,0,0,1
15,250,5,0,0,1,0,0
8,300,0,0,1,0,0,0
12,100,1,1,0,0,0,0
26,800,6,0,1,0,0,0
37,500,6,0,1,0,0,0
0,100,8,0,1,0,0,0
9,400,5,1,0,0,0,0
9,800,6,0,0,0,1,0
38,300,5,0,0,0,1,0
12,100,5,0,0,0,0,1
28,250,3,0,0,0,0,1
14,100,1,0,0,0,1,0
20,500,6,0,0,0,0,1
20,400,0,0,0,0,0,1
11,100,6,1,0,0,0,0
2,100,6,0,0,0,0,1
12,300,5,0,0,1,0,0
20,400,0,0,0,0,0,0
0,250,0,0,1,0,0,0
32,300,5,0,0,0,0,0
19,500,5,0,1,0,0,0
19,70,6,0,0,0,0,0
45,500,1,1,0,0,0,0
13,800,3,0,0,0,0,1
8,200,1,1,0,0,0,0
33,100,6,0,0,0,1,0
10,100,2,0,0,0,0,1
9,400,0,0,0,0,1,0
14,700,3,0,0,1,0,0
20,800,6,1,0,0,0,0
11,500,0,0,1,0,0,0
8,300,5,0,0,0,0,1
6,200,6,0,1,0,0,0
8,250,3,1,0,0,0,0
22,500,0,0,0,0,0,0
14,400,3,0,1,0,0,0
13,300,3,0,0,0,1,0
11,700,1,0,0,1,0,0
16,500,1,0,0,0,1,0
34,100,6,0,0,0,1,0
8,500,6,0,1,0,0,0
38,750,5,0,1,0,0,0
6,150,5,0,0,0,0,0
26,280,5,0,0,1,0,0
41,400,6,0,0,0,0,1
38,500,0,0,0,1,0,0
8,500,5,0,0,0,0,1
31,300,3,0,0,0,0,1
13,100,6,1,0,0,0,0
14,300,1,1,0,0,0,0
17,200,5,0,0,0,0,0
17,500,6,1,0,0,0,0
19,500,3,1,0,0,0,0
8,500,3,0,1,0,0,0
6,500,0,0,1,0,0,0
41,800,6,0,1,0,0,0
10,200,0,0,0,0,0,0
15,200,1,0,0,0,1,0
10,200,5,1,0,0,0,0
8,250,1,0,1,0,0,0
7,500,6,0,0,0,0,1
6,500,0,0,1,0,0,0
20,500,6,0,0,0,0,0
15,150,6,0,1,0,0,0
6,200,5,1,0,0,0,0
21,100,3,0,0,1,0,0
21,500,0,0,0,1,0,0
10,100,6,0,0,0,0,0
5,700,6,0,1,0,0,0
23,600,5,0,0,1,0,0
18,500,6,0,0,0,0,0
13,300,3,0,0,0,0,1
15,300,3,0,0,0,0,1
11,300,3,0,0,0,0,1
7,100,1,0,0,0,1,0
16,500,3,0,0,1,0,0
32,200,3,0,0,0,0,1
28,700,3,1,0,0,0,0
26,500,3,0,0,0,0,0
14,500,3,1,0,0,0,0
4,250,0,0,0,0,0,1
44,350,1,0,0,0,1,0
12,500,6,1,0,0,0,0
16,100,5,0,0,0,0,0
22,800,3,0,1,0,0,0
10,500,5,1,0,0,0,0
22,200,5,1,0,0,0,0
11,500,6,0,1,0,0,0
27,650,0,0,0,0,1,0
12,100,2,1,0,0,0,0
12,300,0,1,0,0,0,0
11,600,3,0,0,0,1,0
8,900,6,0,0,0,1,0
5,100,6,0,1,0,0,0
27,100,0,0,0,0,0,0
5,100,4,0,1,0,0,0
2,200,4,0,0,1,0,0
9,450,5,0,1,0,0,0
25,500,6,0,0,0,1,0
22,100,3,0,0,0,1,0
6,200,0,1,0,0,0,0
7,300,5,1,0,0,0,0
11,500,1,0,1,0,0,0
12,300,0,0,1,0,0,0
0,100,8,0,1,0,0,0
21,150,6,0,0,0,1,0
7,600,3,0,1,0,0,0
7,200,0,1,0,0,0,0
7,200,5,1,0,0,0,0
15,300,5,0,0,1,0,0
35,800,6,0,0,0,0,0
38,150,0,0,0,0,1,0
11,400,3,1,0,0,0,0
21,150,3,0,0,0,0,1
11,200,3,0,0,0,0,1
41,50,4,0,1,0,0,0
4,250,0,0,0,0,0,0
6,400,5,0,1,0,0,0
27,200,5,0,0,1,0,0
19,300,0,0,1,0,0,0
36,500,3,0,0,0,0,1
37,250,5,0,0,0,1,0
15,700,6,0,0,1,0,0
5,200,3,0,0,0,0,1
32,200,0,0,0,1,0,0
9,600,6,0,0,1,0,0
15,250,0,0,1,0,0,0
13,100,6,1,0,0,0,0
51,200,6,0,0,0,1,0
20,200,1,0,0,0,1,0
29,800,3,0,0,0,0,1
22,500,3,0,0,1,0,0
7,200,0,0,0,0,0,0
10,100,0,1,0,0,0,0
8,100,6,0,0,1,0,0
15,300,5,0,1,0,0,0
3,100,5,0,0,0,1,0
27,150,2,0,0,0,1,0
23,800,6,0,1,0,0,0
3,200,1,0,1,0,0,0
8,500,6,0,0,0,0,0
26,700,6,0,0,0,0,1
10,500,3,0,0,0,1,0
3,350,0,0,0,1,0,0
7,300,3,1,0,0,0,0
10,500,6,0,0,0,0,0
8,300,6,0,0,0,0,1
42,100,3,0,0,0,1,0
6,100,3,0,1,0,0,0
2,400,1,0,1,0,0,0
38,100,6,0,0,0,1,0
6,100,1,1,0,0,0,0
8,200,0,0,0,0,0,0
14,150,1,1,0,0,0,0
17,200,3,1,0,0,0,0
20,300,0,1,0,0,0,0
8,300,3,0,1,0,0,0
22,300,3,0,0,1,0,0
18,250,0,0,0,0,1,0
3,300,0,1,0,0,0,0
2,100,0,1,0,0,0,0
19,500,0,1,0,0,0,0
35,500,5,0,1,0,0,0
9,400,0,0,1,0,0,0
16,500,0,0,0,0,0,1
19,300,0,0,0,0,1,0
13,200,3,1,0,0,0,0
9,800,6,0,0,1,0,0
6,400,1,1,0,0,0,0
14,100,4,1,0,0,0,0
8,300,5,0,1,0,0,0
11,100,0,1,0,0,0,0
10,200,0,0,0,0,0,0
5,200,0,0,0,0,0,1
22,40,6,0,0,0,0,1
3,300,0,0,0,1,0,0
18,100,1,0,1,0,0,0
29,50,2,0,0,0,1,0
46,900,0,0,0,1,0,0
4,150,1,1,0,0,0,0
17,100,3,1,0,0,0,0
12,150,5,0,0,0,1,0
13,500,1,0,0,0,1,0
15,150,1,1,0,0,0,0
17,750,0,0,1,0,0,0
12,300,0,0,1,0,0,0
9,600,5,0,1,0,0,0
26,200,1,1,0,0,0,0
59,200,6,0,0,0,1,0
41,100,2,0,0,0,1,0
13,600,0,0,0,1,0,0
10,250,4,0,0,0,1,0
12,500,1,1,0,0,0,0
18,500,0,0,0,0,0,1
21,500,6,0,1,0,0,0
38,300,5,0,1,0,0,0
44,400,4,0,0,1,0,0
23,200,3,0,0,0,1,0
11,500,6,0,1,0,0,0
21,100,3,0,1,0,0,0
15,100,6,1,0,0,0,0
9,700,0,0,0,1,0,0
22,300,3,0,0,0,0,1
9,400,5,0,0,0,1,0
12,150,1,1,0,0,0,0
6,600,6,0,0,0,1,0
29,100,6,0,0,0,1,0
53,150,6,0,0,0,0,0
17,200,0,1,0,0,0,0
0,300,5,0,1,0,0,0
9,250,0,0,0,1,0,0
28,800,3,0,0,0,1,0
2,250,4,0,1,0,0,0
30,300,0,0,0,0,1,0
21,500,0,0,0,1,0,0
16,250,5,1,0,0,0,0
37,250,1,0,0,0,0,1
12,500,5,0,0,0,1,0
44,250,6,0,0,0,1,0
17,500,6,1,0,0,0,0
22,500,0,0,0,0,0,1
16,500,0,0,0,0,1,0
23,400,0,0,1,0,0,0
29,300,6,0,0,0,1,0
34,100,0,0,0,0,1,0
19,500,5,0,0,1,0,0
16,150,0,0,0,0,0,0
11,100,6,0,0,1,0,0
7,400,6,0,1,0,0,0
20,300,0,1,0,0,0,0
19,200,1,1,0,0,0,0
11,150,1,0,0,0,0,1
5,150,1,0,0,0,0,1
5,200,3,0,0,0,0,0
14,200,1,0,0,1,0,0
19,500,0,0,0,1,0,0
4,100,7,1,0,0,0,0
9,600,6,0,1,0,0,0
17,300,5,1,0,0,0,0
9,200,0,0,0,0,0,1
6,400,5,0,1,0,0,0
6,800,6,0,0,0,0,1
17,100,6,0,0,0,0,1
6,500,0,0,0,0,0,0
46,100,6,0,0,0,0,0
7,200,6,1,0,0,0,0
24,450,5,0,1,0,0,0
35,500,3,0,0,0,1,0
14,200,4,1,0,0,0,0
37,400,1,0,0,1,0,0
35,500,0,0,0,0,0,0
8,500,6,0,1,0,0,0
10,450,0,0,0,0,0,1
49,300,7,0,0,0,1,0
0,100,8,0,1,0,0,0
10,400,0,0,1,0,0,0
16,450,0,0,0,0,0,1
14,500,3,0,0,0,0,1
15,400,0,0,0,0,1,0
13,200,0,1,0,0,0,0
7,300,1,1,0,0,0,0
19,100,0,0,0,0,0,0
7,200,2,0,0,1,0,0
30,500,0,0,0,0,0,0
10,200,1,1,0,0,0,0
9,100,6,0,0,0,0,0
15,300,3,0,0,0,0,0
9,150,2,0,0,1,0,0
18,500,5,0,0,1,0,0
8,500,3,0,1,0,0,0
9,300,0,0,0,0,0,1
6,400,5,0,1,0,0,0
22,400,5,0,0,0,1,0
5,300,6,1,0,0,0,0
18,450,5,0,0,1,0,0
7,300,1,0,1,0,0,0
20,150,6,0,0,0,0,0
46,100,5,0,0,0,1,0
47,250,6,0,0,0,1,0
41,500,3,0,0,0,0,1
29,250,5,0,0,0,1,0
2,100,7,0,0,0,0,0
19,800,6,0,0,1,0,0
35,200,1,0,1,0,0,0
9,200,0,1,0,0,0,0
6,300,5,1,0,0,0,0
7,500,0,0,1,0,0,0
16,350,0,0,0,0,1,0
8,300,3,0,0,0,0,0
10,100,0,0,0,0,0,0
38,100,6,0,1,0,0,0
34,250,2,0,0,0,1,0
10,100,3,0,0,1,0,0
4,200,1,1,0,0,0,0
44,100,0,0,0,0,0,0
10,500,6,1,0,0,0,0
23,450,5,0,0,0,0,1
23,200,0,1,0,0,0,0
8,800,5,0,0,0,0,1
10,400,1,0,0,0,1,0
11,300,6,1,0,0,0,0
9,100,6,1,0,0,0,0
33,300,0,0,0,0,1,0
14,100,0,0,0,0,0,0
27,350,4,0,0,1,0,0
6,100,1,1,0,0,0,0
12,800,6,0,0,1,0,0
37,100,3,0,0,0,0,1
11,500,3,1,0,0,0,0
9,200,5,1,0,0,0,0
35,300,6,0,0,0,0,1
9,200,0,1,0,0,0,0
9,500,0,0,1,0,0,0
11,100,6,0,0,0,1,0
35,400,3,0,0,0,1,0
37,200,5,0,0,0,1,0
7,200,0,0,0,0,0,1
19,750,0,0,0,0,1,0
6,250,1,1,0,0,0,0
19,900,6,0,0,0,0,1
12,300,5,0,1,0,0,0
29,100,6,0,1,0,0,0
12,250,3,0,0,0,1,0
44,200,4,0,0,1,0,0
19,100,5,1,0,0,0,0
22,600,1,0,0,1,0,0
16,200,2,1,0,0,0,0
38,100,6,0,0,0,1,0
16,500,0,1,0,0,0,0
5,100,0,1,0,0,0,0
22,300,1,0,1,0,0,0
12,500,3,1,0,0,0,0
21,800,6,1,0,0,0,0
8,300,6,1,0,0,0,0
10,300,5,0,0,0,0,0
3,500,0,0,0,1,0,0
7,300,0,0,1,0,0,0
18,400,1,0,1,0,0,0
22,500,3,0,0,1,0,0
10,250,0,0,0,0,0,0
17,100,0,1,0,0,0,0
15,500,6,0,0,1,0,0
28,400,0,0,0,1,0,0
15,100,6,0,0,0,0,1
6,200,0,0,0,0,0,0
21,300,3,1,0,0,0,0
5,150,0,1,0,0,0,0
5,500,3,0,0,0,0,0
11,300,6,0,0,0,0,1
23,300,0,0,0,1,0,0
19,400,3,0,0,1,0,0
16,700,3,0,0,1,0,0
9,100,1,0,0,0,1,0
15,500,1,0,1,0,0,0
6,900,3,0,0,0,0,1
23,100,3,0,0,0,0,0
6,200,3,1,0,0,0,0
29,100,5,0,0,0,0,1
12,250,0,1,0,0,0,0
40,350,1,0,0,0,1,0
5,300,3,0,0,0,0,1
20,200,2,1,0,0,0,0
19,250,2,0,0,0,1,0
20,100,6,0,1,0,0,0
14,100,6,0,0,0,0,1
13,600,6,0,0,0,1,0
26,400,6,0,0,0,1,0
27,150,0,0,0,0,1,0
22,500,5,0,1,0,0,0
25,500,3,0,0,0,1,0
28,700,0,0,1,0,0,0
9,100,6,1,0,0,0,0
10,250,5,1,0,0,0,0
39,500,3,0,0,1,0,0
12,100,2,1,0,0,0,0
36,300,3,0,0,0,0,1
41,200,6,1,0,0,0,0
20,350,0,0,0,0,1,0
22,500,0,0,0,0,0,1
15,300,5,1,0,0,0,0
6,500,5,0,0,1,0,0
12,250,7,1,0,0,0,0
26,400,3,0,1,0,0,0
48,100,3,0,1,0,0,0
34,800,6,0,0,0,0,1
37,40,6,0,0,0,0,0
15,700,5,0,0,0,0,1
4,200,5,0,0,0,0,0
42,100,2,0,0,0,1,0
25,200,1,1,0,0,0,0
16,300,6,0,0,1,0,0
8,200,3,1,0,0,0,0
5,500,0,0,1,0,0,0
6,500,6,0,1,0,0,0
23,500,6,0,0,0,1,0
11,200,5,1,0,0,0,0
12,500,6,0,0,0,0,0
30,500,1,0,1,0,0,0
22,300,0,0,0,0,0,1
33,800,6,0,1,0,0,0
7,300,5,0,0,1,0,0
37,150,7,0,0,0,0,1
18,350,3,0,0,0,0,1
50,200,1,0,0,1,0,0
37,100,3,0,0,0,1,0
11,150,5,0,0,0,0,1
8,200,0,1,0,0,0,0
15,500,3,1,0,0,0,0
18,300,1,0,0,0,1,0
27,200,5,1,0,0,0,0
14,150,3,0,0,0,0,1
11,100,6,1,0,0,0,0
2,100,0,1,0,0,0,0
19,300,3,1,0,0,0,0
8,350,0,0,1,0,0,0
25,800,3,0,1,0,0,0
41,100,3,0,0,0,1,0
12,400,6,0,0,0,0,1
18,100,2,1,0,0,0,0
14,500,5,0,0,0,1,0
14,200,2,0,0,0,1,0
8,50,3,0,0,0,1,0
12,500,3,0,1,0,0,0
21,200,5,1,0,0,0,0
22,100,5,1,0,0,0,0
11,100,6,0,1,0,0,0
27,800,3,0,0,0,1,0
29,600,3,0,0,0,1,0
7,50,2,0,0,0,1,0
15,100,5,1,0,0,0,0
25,400,0,0,0,1,0,0
11,700,3,0,1,0,0,0
11,600,6,0,0,1,0,0
32,250,3,0,0,0,1,0
9,300,5,0,0,0,0,1
7,500,6,0,1,0,0,0
11,500,1,1,0,0,0,0
9,150,6,0,0,0,0,0
5,450,1,0,0,0,0,1
11,500,6,0,0,0,1,0
17,750,6,0,0,0,1,0
22,100,6,0,1,0,0,0
41,150,2,0,0,0,1,0
16,500,1,1,0,0,0,0
9,500,6,1,0,0,0,0
18,100,1,1,0,0,0,0
10,500,0,0,1,0,0,0
15,400,6,0,1,0,0,0
27,900,6,0,0,0,0,1
4,100,6,1,0,0,0,0
19,500,5,1,0,0,0,0
3,100,6,1,0,0,0,0
2,250,3,0,0,0,0,0
13,350,0,0,0,1,0,0
17,700,3,0,0,1,0,0
28,600,1,0,1,0,0,0
5,200,0,0,0,0,0,0
19,500,6,0,0,0,1,0
12,600,6,0,0,0,0,0
20,100,6,0,0,1,0,0
34,400,3,0,0,0,1,0
14,500,3,0,0,0,0,1
17,200,4,1,0,0,0,0
25,100,1,0,0,1,0,0
14,100,6,0,0,0,1,0
42,500,3,0,0,0,0,1
6,500,3,1,0,0,0,0
6,600,3,0,1,0,0,0
13,400,5,0,1,0,0,0
15,350,0,0,0,1,0,0
9,500,6,0,0,0,0,0
10,500,5,0,1,0,0,0
24,100,3,0,0,0,1,0
18,100,6,0,0,0,0,1
18,250,0,0,0,1,0,0
16,500,5,0,0,0,0,0
9,500,3,1,0,0,0,0
12,250,0,0,0,0,0,1
9,150,2,1,0,0,0,0
18,500,1,0,0,1,0,0
34,300,0,0,0,0,1,0
8,300,5,1,0,0,0,0
7,300,5,0,1,0,0,0
9,100,6,1,0,0,0,0
17,400,5,0,1,0,0,0
42,100,2,0,0,0,1,0
48,100,6,0,0,0,1,0
37,100,3,0,1,0,0,0
17,300,5,0,0,0,1,0
35,30,0,0,0,0,0,0
15,100,3,0,0,0,1,0
32,350,0,0,1,0,0,0
11,150,2,1,0,0,0,0
23,100,3,0,0,1,0,0
13,500,6,0,0,0,0,1
12,650,5,0,1,0,0,0
21,150,0,1,0,0,0,0
18,300,1,1,0,0,0,0
10,150,2,1,0,0,0,0
7,200,0,1,0,0,0,0
24,700,3,0,0,1,0,0
17,350,5,0,0,0,0,0
7,200,5,1,0,0,0,0
12,100,3,0,0,0,0,0
26,300,0,0,0,0,1,0
6,300,5,0,1,0,0,0
26,400,3,0,0,1,0,0
7,100,0,1,0,0,0,0
14,500,6,0,1,0,0,0
23,100,6,0,1,0,0,0
17,100,6,0,0,0,1,0
19,100,5,0,0,0,1,0
11,400,0,0,1,0,0,0
27,800,6,0,0,1,0,0
9,400,1,0,1,0,0,0
5,100,6,1,0,0,0,0
13,400,0,0,1,0,0,0
38,100,3,0,0,0,1,0
27,100,3,0,0,0,0,1
7,200,5,0,0,0,0,1
35,600,3,0,0,0,1,0
21,700,3,0,0,0,0,1
24,500,3,1,0,0,0,0
19,200,5,0,0,0,0,1
15,100,1,1,0,0,0,0
39,200,4,0,0,1,0,0
30,150,6,0,0,0,1,0
7,100,3,0,0,0,0,0
41,80,4,0,0,0,1,0
8,300,3,0,0,0,0,1
49,100,2,0,0,0,1,0
8,100,0,0,0,0,0,0
13,500,1,0,1,0,0,0
5,500,6,0,0,1,0,0
9,300,0,0,0,0,1,0
12,100,0,0,0,1,0,0
